31,Amalapuram (44),AITHABATHULA ANANDARAO,104022,38628,17/17
32,Kothapeta(47),BANDARU SATYANANDA RAO,134286,56479,19/19
33,Mandapeta(48),JOGESWARA RAO.V,116309,44435,23/23
34,Rajahmundry City(50),ADIREDDY SRINIVAS,123291,71404,18/18
35,Rajahmundry Rural(51),GORANTLA BUTCHAIAH CHOUDARY,129060,64090,20/20
36,Jaggampeta(52),JYOTHULA NEHRU,113593,52676,18/18
37,Rampachodavaram (53),MIRIYALA SIRISHA DEVI,90087,9139,20/20
38,Kovvur (54),MUPPIDI VENKATESWARA RAO,92743,33946,13/13
39,Achanta(56),SATYANARAYANA PITHANI,85402,26554,14/14
40,Palacole(57),DR.NIMMALA RAMANAIDU,113114,67945,14/14
41,Undi(60),KANUMURU RAGHU RAMA KRISHNA RAJU (R R R),116902,56777,18/18
42,Tanuku(61),ARIMILLI RADHA KRISHNA,129547,72121,17/17
43,Denduluru(64),CHINTAMANENI PRABHAKAR,107287,26266,18/18
44,Eluru(65),RADHA KRISHNAYYA BADETI,111562,62388,16/16
45,Gopalapuram (66),MADDIPATI VENKATA RAJU,114420,26784,18/18
46,Chintalapudi (68),ROSHAN KUMAR SONGA,120126,27766,20/20
47,Tiruvuru (SC)(69),KOLIKAPUDI SRINIVASA RAO,100719,21874,18/18
48,Nuzvid(70),KOLUSU PARTHA SARATHY,108229,12378,21/21
49,Gannavaram(71),YARLAGADDA VENKATA RAO,135552,37628,23/23
50,Gudivada(72),VENIGANDLA RAMU,109980,53040,17/17
51,Pedana(74),KAGITHA KRISHNAPRASAD,91394,38123,17/17
52,Machilipatnam(75),KOLLU. RAVINDRA,105044,50242,15/15
53,Pamarru (SC)(77),KUMAR RAJA VARLA,94189,29690,17/17
54,Penamaluru(78),BODE PRASAD,144912,59915,23/23
55,Vijayawada Central(80),BONDA UMAMAHESWARARAO,130034,68886,21/21
56,Vijayawada East(81),GADDE RAMA MOHAN,118841,49640,23/23
57,Mylavaram(82),VASANTHA VENKATA KRISHNA PRASAD,137338,42829,22/22
58,Nandigama (SC)(83),TANGIRALA SOWMYA,102201,27395,17/17
59,Jaggayyapeta(84),RAJAGOPAL SREERAM (TATAIAH),98479,15977,16/16
60,Pedakurapadu(85),BHASHYAM PRAVEEN,112957,21089,20/20
61,Tadikonda (SC)(86),TENALI SRAVAN KUMAR,109585,39606,18/18
62,Mangalagiri(87),NARA LOKESH,167710,91413,22/22
63,Ponnur(88),DHULIPALLA NARENDRA KUMAR,110410,32915,19/19
64,Vemuru (SC)(89),ANANDA BABU NAKKA,94922,22021,17/17
65,Repalle(90),ANAGANI SATYA PRASAD,111129,39947,19/19
66,Bapatla(92),VEGESANA NARENDRA VARMA RAJU,90626,27768,15/15
67,Prathipadu (SC)(93),BURLA RAMANJANEYULU,128665,42015,22/22
68,Guntur West(94),GALLA MADHAVI,116067,51150,21/21
69,Guntur East(95),MOHAMMED NASEER AHMED,100815,31962,19/19
70,Chilakaluripet(96),PRATHIPATI PULLARAO,111062,33262,18/18
71,Narasaraopet(97),ARAVINDA BABU CHADALAVADA,103167,19705,18/18
72,Sattenapalle(98),KANNA LAKSHMINARAYANA,117965,27836,21/21
73,Vinukonda(99),GONUGUNTLA VENKATA SIVA SITA RAMA ANZANNEYLLU,131438,30267,22/22
74,Gurajala(100),YARAPATHINENI SRINIVASA RAO,128201,29486,23/23
75,Macherla(101),JULAKANTI BRAHMANANDA REDDY,122413,33318,24/24
76,Parchur(104),YELURI SAMBASIVA RAO,110575,24013,22/22
77,Addanki(105),GOTTIPATI RAVI KUMAR,116418,24890,22/22
78,Chirala(106),MADDULURI MALA KONDAIAH,72700,20984,16/16
79,Santhanuthalapadu (SC)(107),VIJAY KUMAR B.N,105757,30385,20/20
80,Ongole(108),DAMACHARLA JANARDHANA RAO,118800,34026,19/19
81,Kandukur(109),INTURI NAGESWARA RAO,109173,18558,20/20
82,Kondapi (SC)(110),DOCTOR DOLA SREE BALA VEERANJANEYA SWAMY,116674,24756,21/21
83,Markapuram(111),KANDULA NARAYANA REDDY,99005,13979,19/19
84,Giddalur(112),ASHOK REDDY MUTHUMULA,98463,973,21/21
85,Kanigiri(113),DR. UGRA NARASIMHA REDDY MUKKU,107045,14604,22/22
86,Kavali(114),DAGUMATI VENKATA KRISHNA REDDY,106536,30948,24/24
87,Atmakur(115),ANAM.RAMANARAYANA REDDY,91165,7576,22/22
88,Kovur(116),PRASHANTHI REDDY VEMIREDDY,130623,54583,25/25
89,Nellore City(117),NARAYANA PONGURU,120551,72489,18/18
90,Nellore Rural(118),KOTAMREDDY SRIDHAR REDDY,109975,34480,24/24
91,Sarvepalli(119),CHANDRA MOHAN REDDY SOMIREDDY,103278,16288,21/21
92,Gudur(120),PASIM SUNIL KUMAR,102675,21192,21/21
93,Sullurpeta(121),NELAVALA VIJAYASREE,111048,29115,22/22
94,Venkatagiri(122),KURUGONDLA RAMAKRISHNA,104398,16294,22/22
95,Udayagiri(123),KAKARLA SURESH,101537,9621,24/24
96,Kadapa(126),MADHAVI REDDAPPA GARI,90988,18860,21/21
97,Rayachoti(128),MANDIPALLI RAMPRASAD REDDY,95925,2495,21/21
98,Kamalapuram(130),KRISHNA CHAITANYA REDDY PUTHA,95207,25357,18/18
99,Proddatur(132),NANDYALA VARADA RAJULA REDDY,106712,22744,20/20
100,Mydukur(133),SUDHAKAR PUTTA,96181,20950,21/21
101,Allagadda(134),AKHILA PRIYA BHUMA,98881,12037,22/22
102,Srisailam(135),BUDDA RAJASEKHARA REDDY,81699,6385,23/23
103,Nandikotkur (SC)(136),G JAYASURYA,92004,9792,27/27
104,Kurnool(137),T.G.BHARATH,91690,18876,19/19
105,Panyam(138),GOWRU CHARITHA REDDY,141272,40591,26/26
106,Nandyal(139),NASYAM MOHAMMED FAROOK,103075,12333,21/21
107,Banaganapalle(140),B.C. JANARDHAN REDDY,110603,25566,24/24
108,Dhone(141),KOTLA JAYA SURYA PRAKASH REDDY,93523,6049,21/21
109,Pattikonda(142),K.E. SHYAM KUMAR,98849,14211,19/19
110,Kodumur (SC)(143),BOGGULA DASTAGIRI,101703,21583,20/20
111,Yemmiganur(144),B. JAYANAGESWARA REDDY,103089,15837,20/20
112,Rayadurg(148),KALAVA SRINIVASULU,130309,41659,22/22
113,Uravakonda(149),PAYYAVULA KESHAV,102046,21704,15/15
114,Guntakal(150),GUMMANUR JAYARAM,101700,6826,20/20
115,Tadpatri(151),ASHMIT REDDY J.C,113755,27731,20/20
116,Singanamala (SC)(152),BANDARU SRAVANI SREE,102957,8788,22/22
117,Anantapur Urban(153),DAGGUPATI PRASAD,103334,23023,21/21
118,Kalyandurg(154),AMILINENI SURENDRA BABU,118878,37734,19/19
119,Raptadu(155),PARITALA SUNITHAMMA,116140,23329,21/21
120,Madakasira (SC)(156),M.S.RAJU,79983,351,18/18
121,Hindupur(157),NANDAMURI BALAKRISHNA,107250,32597,19/19
122,Penukonda(158),S. SAVITHA,113832,33388,19/19
123,Puttaparthi(159),PALLE SINDHURA REDDY,91741,8760,18/18
124,Kadiri(161),KANDIKUNTA VENKATA PRASAD,103610,6265,21/21
125,Pileru(163),NALLARI KISHAN KUMAR REDDY,105582,25081,21/21
126,Madanapalle(164),M.SHAJAHAN BASHA,97980,5509,19/19
127,Chandragiri(166),VENKATA MANI PRASAD PULLIVARTHI,143667,43852,20/20
128,Srikalahasti(168),BOJJALA VENKATA SUDHIR REDDY,121565,43304,21/21
129,Satyavedu(169),KONETI ADIMULAM,85471,3739,20/20
130,Nagari(170),GALI BHANU PRAKASH,107797,45004,18/18
131,Gangadhara Nellore (SC)(171),DR. VM. THOMAS,101176,26011,20/20
132,Chittoor(172),GURAJALA JAGAN MOHAN (GJM),88066,14604,17/17
133,Puthalapattu (SC)(173),K MURALI MOHAN,102137,15634,20/20
134,Palamaner(174),AMARANATHA REDDY. N,123232,20122,21/21
135,Kuppam(175),CHANDRABABU NAIDU NARA,121929,48006,18/18

1,Palakonda (10),JAYAKRISHNA NIMMAKA,75208,13291,21/21
2,Nellimarla(17),LOKAM NAGA MADHAVI,109915,39829,18/18
3,Visakhapatnam South(22),CH.VAMSI KRISHNA SRINIVAS,97868,64594,17/17
4,Anakapalle(30),KONATHALA RAMAKRISHNA,115126,65764,19/19
5,Pendurthi(31),PANCHAKARLA RAMESH BABU,149611,81870,22/22
6,Yelamanchili(32),SUNDARAPU VIJAY KUMAR,109443,48956,19/19
7,Pithapuram(37),KONIDALA PAWAN KALYAN,134394,70279,18/18
8,Kakinada Rural(38),PANTAM VENKATESWARA RAO (PANTAM NANAJI),134414,72040,20/20
9,Razole (45),DEVA VARAPRASAD,95514,39011,16/16
10,Gannavaram(SC)(46),GIDDI. SATYANARAYANA,96108,33367,19/19
11,Rajanagaram(49),BATHULA BALARAMAKRISHNA S/O GANGARAO,105995,34049,16/16
12,Nidadavole(55),KANDULA DURGESH,102699,33304,16/16
13,Narasapuram(58),BOMMIDI NARAYANA NAYAKAR,94116,49738,13/13
14,Bhimavaram(59),RAMANJANEYULU PULAPARTHI (ANJIBABU),130424,66974,17/17
15,Tadepalligudem(62),BOLISETTY SRINIVAS,116443,62492,15/15
16,Ungutur(63),DHARMARAJU PATSAMATLA,108894,44945,17/17
17,Polavaram (67),CHIRRI BALARAJU,101453,7935,21/21
18,Avanigadda(76),BUDDHAPRASAD MANDALI,113460,46434,21/21
19,Tenali(91),NADENDLA MANOHAR,123961,48112,21/21
20,Kodur (SC)(127),ARAVA SREEDHAR,78594,11101,18/18
21,Tirupati(167),ARANII SRENEVASULU,124107,61956,20/20

1,Araku Valley (28),REGAM MATYALINGAM,65658,31877,23/23
2,Paderu (29),MATSYARASA VISWESWARA RAJU,68170,19338,23/23
3,Yerragondapalem (SC)(102),CHANDRA SEKHAR TATIPARTHI,91741,5200,19/19
4,Darsi(103),BUCHEPALLI SIVA PRASAD REDDY,101889,2456,21/21
5,Badvel(124),DASARI SUDHA,90410,18567,20/20
6,Rajampet(125),AKEPATI AMARNATH REDDY,92609,7016,21/21
7,Pulivendla(129),YS JAGAN MOHAN REDDY,116315,61687,23/23
8,Mantralayam(145),Y. BALANAGI REDDY,87662,12805,17/17
9,Alur(147),B. VIRUPAKSHI,100264,2831,21/21
10,Thamballapalle(162),P. DWARAKANATHA REDDY,94136,10103,18/18
11,Punganur(165),PEDDIREDDI RAMACHANDRA REDDY,100793,6095,19/19

1,Araku Valley (28),REGAM MATYALINGAM,65658,31877,23/23
2,Paderu (29),MATSYARASA VISWESWARA RAJU,68170,19338,23/23
3,Yerragondapalem (SC)(102),CHANDRA SEKHAR TATIPARTHI,91741,5200,19/19
4,Darsi(103),BUCHEPALLI SIVA PRASAD REDDY,101889,2456,21/21
5,Badvel(124),DASARI SUDHA,90410,18567,20/20
6,Rajampet(125),AKEPATI AMARNATH REDDY,92609,7016,21/21
7,Pulivendla(129),YS JAGAN MOHAN REDDY,116315,61687,23/23
8,Mantralayam(145),Y. BALANAGI REDDY,87662,12805,17/17
9,Alur(147),B. VIRUPAKSHI,100264,2831,21/21
10,Thamballapalle(162),P. DWARAKANATHA REDDY,94136,10103,18/18
11,Punganur(165),PEDDIREDDI RAMACHANDRA REDDY,100793,6095,19/19

1,Etcherla(7),ESWARA RAO NADUKUDITI,112770,29089,23/23
2,Visakhapatnam North(23),VISHNU KUMAR RAJU PENMETSA,108801,47534,21/21
3,Anaparthy(40),RAMAKRISHNA REDDY NALLAMILLI,105720,20850,17/17
4,Kaikalur(73),KAMINENI SRINIVAS,109280,45273,17/17
5,Vijayawada West(79),YALAMANCHILI SATYANARAYANA CHOWDARY (SUJANA CHOWDARY),105669,47032,20/20
6,Jammalamadugu(131),ADINARAYANA REDDY CHADIPIRALA,109640,17191,23/23
7,Adoni(146),DR. PARTHA SARATHI VALMIKI,89929,18164,19/19
8,Dharmavaram(160),SATYA KUMAR YADAV,106544,3734,21/21

1,Bijepur(2),SANAT KUMAR GARTIA,93161,10066,22/22
2,Bargarh(3),ASHWINI KUMAR SARANGI,77766,4772,17/17
3,Attabira(4),NIHAR RANJAN MAHANAND,99487,28910,19/19
4,Bhatli(5),IRASIS ACHARYA,107508,27892,22/22
5,Brajarajnagar(6),SURESH PUJARI,82199,26789,19/19
6,Jharsuguda(7),TANKADHAR TRIPATHY,91105,1333,19/19
7,Talsara(8),BHABANI SHANKAR BHOI,68928,17189,20/20
8,Raghunathpali(11),DURGA CHARAN TANTI,51189,5774,20/20
9,Kuchinda(15),RABI NARAYAN NAIK,95716,32220,28/28
10,Sambalpur(17),JAYANARAYAN MISHRA,59827,4105,19/19
11,Telkoi(20),DR. FAKIR MOHAN NAIK,83818,9439,23/23
12,Patna(23),AKHILA CHANDRA NAIK,97041,37979,20/20
13,Keonjhar(24),MOHAN CHARAN MAJHI,87815,11577,21/21
14,Jashipur(26),GANESH RAM SINGKHUNTIA,85384,34667,21/21
15,Saraskana(27),BHADAV HANSDAH,59387,13652,34/34
16,Rairangpur(28),JALEN NAIK,62724,7693,37/37
17,Bangriposi(29),SANJALI MURMU,87801,34476,26/26
18,Karanjia(30),PADMA CHARAN HAIBURU,65357,29499,18/18
19,Udala(31),BHASKAR MADHEI,66401,6517,21/21
20,Badasahi(32),SANATAN BIJULI,83276,37387,20/20
21,Baripada(33),PRAKASH SOREN,78272,29385,27/27
22,Morada(34),DR. KRUSHNA CHANDRA MAHAPATRA,77980,33270,23/23
23,Balasore(38),MANAS KUMAR DUTTA,89360,28626,18/18
24,Remuna(39),GOBINDA CHANDRA DAS,92620,24168,24/24
25,Nilgiri(40),SANTOSH KHATUA,87928,19839,17/17
26,Simulia(42),PADMA LOCHAN PANDA,90676,13183,25/25
27,Bhadrak(44),SITANSU SEKHAR MOHAPATRA,82282,16068,19/19
28,Dhamnagar(46),SURYABANSHI SURAJ STHITAPRAJNA,90555,8095,19/19
29,Barachana(50),AMAR KUMAR NAYAK,71926,6310,19/19
30,Korei(53),AKASH DASNAYAK,79658,5646,18/18
31,Sukinda(54),PRADEEP BAL SAMANTA,86733,9577,19/19
32,Dhenkanal(55),KRUSHNA CHANDRA PATRA,106529,20439,28/28
33,Hindol(56),SIMARANI NAYAK,97795,11827,27/27
34,Kamakhyanagar(57),SATRUGHAN JENA,84589,4662,25/25
35,Parjanga(58),BIBHUTI BHUSAN PRADHAN,100595,32162,26/26
36,Pallahara(59),ASHOK MOHANTY,71560,7563,20/20
37,Angul(61),PRATAP CHANDRA PRADHAN,88868,17433,21/21
38,Chhendipada(62),AGASTI BEHERA,93629,15063,20/20
39,Birmaharajpur(64),RAGHUNATH JAGADALA,85680,21946,23/23
40,Loisingha(66),MUKESH MAHALING,83313,18190,30/30
41,Patnagarh(67),KANAK VARDHAN SINGH DEO,93823,1357,26/26
42,Titlagarh(69),NABIN KUMAR JAIN,97854,17399,23/23
43,Kantabanji(70),LAXMAN BAG,90876,16344,29/29
44,Umerkote(73),NITYANANDA GOND,70170,10373,23/23
45,Jharigam(74),NARSING BHATRA,76748,3278,22/22
46,Nabarangpur(75),GOURI SHANKAR MAJHI,90895,25094,23/23
47,Dharamgarh(79),SUDHIR RANJAN PATTJOSHI,87890,18927,23/23
48,Phulbani(84),UMA CHARAN MALLICK,53900,2858,23/23
49,Kantamal(85),KANHAI CHARAN DANGA,68356,7149,17/17
50,Boudh(86),SAROJ KUMAR PRADHAN,62494,2765,17/17
51,Niali(92),CHHABI MALIK,90191,1452,28/28
52,Cuttack Sadar(93),PRAKASH CHANDRA SETHI,79542,3809,26/26
53,Mahakalapada(100),DURGA PRASAN NAYAK,109653,33526,29/29
54,Paradeep(101),SAMPAD CHANDRA SWAIN,84518,15787,22/22
55,Jagatsinghpur(104),AMARENDRA DAS,92555,22138,22/22
56,Nimapara(106),PRAVATI PARIDA,95430,4588,28/28
57,Brahmagiri(108),UPASNA MOHAPATRA,95783,9830,28/28
58,Satyabadi(109),OM PRAKASH MISHRA,87294,17708,26/26
59,Pipili(110),ASHRIT PATTANAYAK,99310,15162,28/28
60,Ekamra-Bhubaneswar(114),BABU SINGH,74884,5023,21/21
61,Khurda(117),PRASANTA KUMAR JAGADEV,80564,8598,19/19
62,Chilika(118),PRITHIVIRAJ HARICHANDAN,83264,4566,18/18
63,Ranpur(119),SURAMA PADHY,81439,15544,18/18
64,Khandapada(120),DUSMANTA KUMAR SWAIN,75557,7343,16/16
65,Bhanjanagar(123),PRADYUMNA KUMAR NAYAK,83822,16324,19/19
66,Polasara(124),GOKULANANDA MALLIK,85737,20946,22/22
67,Kabisuryanagar(125),PRATAP CHANDRA NAYAK,80995,30173,21/21
68,Khalikote(126),PURNA CHANDRA SETHY,80230,23057,21/21
69,Chhatrapur(127),KRUSHNA CHANDRA NAYAK,74983,11438,19/19
70,Aska(128),SAROJ KUMAR PADHI,59083,8059,15/15
71,Surada(129),NILAMANI BISOYI,83625,28224,19/19
72,Gopalpur(132),BIBHUTI BHUSHAN JENA,72071,9062,16/16
73,Berhampur(133),K. ANIL KUMAR,54997,18709,22/22
74,Digapahandi(134),SIDHANT MOHAPATRA,72908,16847,20/20
75,Chikiti(135),MANORANJAN DYAN SAMANTARA,69839,6522,18/18
76,Kotpad(142),RUPU BHATRA,75275,26264,25/25
77,Koraput(144),RAGHURAM MACHHA,46805,2524,18/18
78,Malkangiri(146),NARASINGA MADKAMI,78679,14890,23/23

1,Padampur(1),BARSHA SINGH BARIHA,91995,10993,25/25
2,Sundargarh(9),JOGESH KUMAR SINGH,86398,9122,22/22
3,Biramitrapur(10),ROHIT JOSEPH TIRKEY,84116,6884,22/22
4,Rourkela(12),SARADA PRASAD NAYAK,64660,3552,15/15
5,Rengali(16),SUDARSHAN HARIPAL,73420,3212,20/20
6,Rairakhol(18),PRASANNA ACHARYA,61716,4960,21/21
7,Deogarh(19),ROMANCHA RANJAN BISWAL,89074,15792,27/27
8,Ghasipura(21),BADRI NARAYAN PATRA,82516,13811,22/22
9,Anandapur(22),ABHIMANYU SETHI,71651,10966,25/25
10,Champua(25),SANATAN MAHAKUD,103120,39994,19/19
11,Jaleswar(35),ASWINI KUMAR PATRA,83105,319,22/22
12,Bhograi(36),GOUTAM BUDDHA DAS,70198,6564,26/26
13,Basta(37),SUBASINI JENA,83314,20377,26/26
14,Soro(41),MADHAB DHADA,63642,802,23/23
15,Bhandaripokhari(43),SANJIB KUMAR MALLICK,72447,1551,20/20
16,Chandabali(47),BYOMAKESH RAY,83063,1916,20/20
17,Binjharpur(48),PRAMILA MALLIK,74185,2856,20/20
18,Bari(49),BISWA RANJAN MALLICK,101966,51465,19/19
19,Jajpur(52),SUJATA SAHU,86049,2564,22/22
20,Talcher(60),BRAJA KISHORE PRADHAN,75621,32122,17/17
21,Athamallik(63),NALINI KANTA PRADHAN,93957,16153,21/21
22,Sonepur(65),NIRANJAN PUJARI,98202,15239,23/23
23,Bolangir(68),KALIKESH NARAYAN SINGH DEO,85265,13409,20/20
24,Nuapada(71),RAJENDRA DHOLAKIA,61822,10881,23/23
25,Khariar(72),ADHIRAJ MOHAN PANIGRAHI,93246,9618,22/22
26,Dabugam(76),MANOHAR RANDHARI,77511,21455,25/25
27,Lanjigarh(77),PRADIP KUMAR DISHARI,60254,6501,23/23
28,Junagarh(78),DIBYA SHANKAR MISHRA,77037,1338,24/24
29,Narla(81),MANORAMA MOHANTY,67532,5205,21/21
30,Baliguda(82),CHAKRAMANI KANHAR,43586,1671,19/19
31,Banki(88),DEVI RANJAN TRIPATHY,69214,17026,18/18
32,Athagarh(89),RANENDRA PRATAP SWAIN,86006,3584,19/19
33,Choudwar-Cuttack(91),SOUVIC BISWAL,72325,17816,22/22
34,Salipur(94),PRASANTA BEHERA,87701,7594,26/26
35,Patkura(96),ARVIND MOHAPATRA,90905,13822,31/31
36,Kendrapara(97),GANESWAR BEHERA,90173,35418,25/25
37,Aul(98),PRATAP KESHARI DEB,73678,19628,32/32
38,Rajanagar(99),DHRUBA CHARAN SAHOO,81237,18241,29/29
39,Tirtol(102),RAMAKANTA BHOI,83740,28495,20/20
40,Balikuda-Erasama(103),SARADA PRASANNA JENA,93517,25959,18/18
41,Kakatpur(105),TUSHARKANTI BEHERA,84010,23151,28/28
42,Puri(107),SUNIL KUMAR MOHANTY,74709,5178,24/24
43,Jayadev(111),NABA KISHOR MALLICK,76790,21473,20/20
44,Bhubaneswar Central(112),ANANTA NARAYAN JENA,53759,37,17/17
45,Bhubaneswar North(113),SUSANT KUMAR ROUT,78179,11343,22/22
46,Jatani(115),BIBHUTI BHUSAN BALABANTARAY,68162,25221,19/19
47,Begunia(116),PRADIP KUMAR SAHU S/O-LAXMIDHAR SAHU,90964,47814,18/18
48,Daspalla(121),RAMESH CHANDRA BEHERA,62039,6296,18/18
49,Nayagarh(122),ARUNA KUMAR SAHOO,81959,439,20/20
50,Hinjili(131),NAVEEN PATNAIK,66459,4636,18/18
51,Paralakhemundi(137),RUPESH KUMAR PANIGRAHI,56027,3998,29/29

1,Rajgangpur(13),C.S. RAAZEN EKKA,66869,10184,23/23
2,Basudevpur(45),ASHOK KUMAR DAS,77843,631,21/21
3,Bhawanipatna(80),SAGAR CHARAN DAS,67085,13741,21/21
4,G. Udayagiri(83),PRAFULLA CHANDRA PRADHAN,53530,7857,23/23
5,Barabati-Cuttack(90),SOFIA FIRDOUS,53339,8001,18/18
6,Sanakhemundi(130),RAMESH CHANDRA JENA,65867,10662,29/29
7,Mohana(136),DASARATHI GAMANGO,62117,4059,31/31
8,Gunupur(138),SATYAJEET GOMANGO,77637,29885,21/21
9,Bissam Cuttack(139),NILAMADHAB HIKAKA,68446,9403,30/30
10,Rayagada(140),KADRAKA APPALA SWAMY,87482,29186,26/26
11,Lakshmipur(141),PABITRA SAUNTA,59447,21262,19/19
12,Jeypore(143),TARA PRSADA BAHINIPATI,69592,13111,24/24
13,Pottangi(145),RAMA CHANDRA KADAM,52202,1919,20/20
14,Chitrakonda(147),MANGU KHILLA,55550,9159,31/31

1,Bonai(14),LAXMAN MUNDA,81008,23439,23/23

1,Dharmasala(51),HIMANSHU SEKHAR SAHOO F-LATE RAMESH CHANDRA SAHOO,79759,4150,22/22
2,Baramba(87),BIJAYA KUMAR DALABEHERA,86018,23479,22/22
3,Mahanga(95),SARADA PRASAD PADHAN,88632,7423,26/26

1,Anakapalle(5),C.M.RAMESH,762069,296530
2,Rajahmundry(8),DAGGUBATI PURANDHESHWARI,726515,239139
3,Narsapuram(9),BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),707343,276802
4,Arunachal West(1),KIREN RIJIJU,205417,100738
5,Arunachal East(2),TAPIR GAO,145581,30421
6,Darrang-Udalguri(4),DILIP SAIKIA,868387,329012
7,Guwahati(5),BIJULI KALITA MEDHI,894887,251090
8,Diphu(6),AMARSING TISSO,334620,147603
9,Karimganj(7),KRIPANATH MALLAH,545093,18360
10,Silchar (8),PARIMAL SUKLABAIDYA,652405,264311
